Harvest_Date,Location,Soil_Type,Avg_Temp_C,Avg_Rain_mm,Avg_Humidity,Yield_kg
2001-08-02,Block_B_Valley,Clay Loam,19.8,70.0,59.1,10840
2001-08-04,Block_B_Valley,Clay Loam,19.3,64.1,67.1,10709
2001-08-06,Block_C_Hill,Laterite,21.0,67.1,57.9,13215
2001-08-07,Block_A_North,Sandy Loam,21.1,66.2,57.2,13863
2001-08-08,Block_D_River,Alluvial,19.6,61.0,61.8,11077
2001-08-09,Block_D_River,Alluvial,21.9,60.7,57.5,12930
2001-08-10,Block_A_North,Sandy Loam,21.8,17.8,61.2,14490
2001-08-12,Block_D_River,Alluvial,20.0,73.8,53.9,12982
2001-08-13,Block_D_River,Alluvial,20.6,56.1,66.8,12344
2001-08-15,Block_B_Valley,Clay Loam,20.1,86.7,52.2,11961
2001-08-16,Block_C_Hill,Laterite,21.2,45.0,61.8,13151
2001-08-17,Block_A_North,Sandy Loam,20.6,61.0,59.3,14142
2001-08-18,Block_A_North,Sandy Loam,20.6,51.5,57.7,13035
2001-08-20,Block_D_River,Alluvial,22.3,20.1,73.9,12466
2001-08-22,Block_B_Valley,Clay Loam,21.2,76.5,59.4,13354
2001-08-23,Block_B_Valley,Clay Loam,17.6,39.1,60.9,10889
2001-08-25,Block_B_Valley,Clay Loam,21.9,49.0,64.2,12468
2001-08-27,Block_B_Valley,Clay Loam,19.1,29.1,57.4,10958
2001-08-28,Block_C_Hill,Laterite,20.7,36.6,52.6,11122
2001-08-29,Block_B_Valley,Clay Loam,18.3,69.3,59.6,11510
2001-08-31,Block_B_Valley,Clay Loam,19.9,61.7,60.1,12069
2001-09-02,Block_C_Hill,Laterite,21.7,40.1,59.6,12984
2001-09-04,Block_A_North,Sandy Loam,18.6,63.3,51.1,12295
2001-09-05,Block_D_River,Alluvial,19.8,26.9,57.7,12108
2001-09-06,Block_D_River,Alluvial,21.1,65.6,67.1,12406
2001-09-08,Block_B_Valley,Clay Loam,19.6,58.3,57.8,12491
2001-09-10,Block_B_Valley,Clay Loam,17.7,39.7,55.4,10766
2001-09-12,Block_A_North,Sandy Loam,17.8,21.4,57.4,11803
2001-09-13,Block_A_North,Sandy Loam,22.1,66.8,55.2,13886
2001-09-14,Block_D_River,Alluvial,18.2,47.3,60.1,10542
2001-09-16,Block_A_North,Sandy Loam,18.2,31.8,62.8,11303
2001-09-18,Block_C_Hill,Laterite,19.1,16.6,65.5,11364
2001-09-20,Block_A_North,Sandy Loam,19.6,80.4,58.4,13504
2001-09-22,Block_D_River,Alluvial,20.1,26.5,56.9,11543
2001-09-24,Block_B_Valley,Clay Loam,18.2,48.8,55.6,10412
2001-09-26,Block_C_Hill,Laterite,21.4,31.3,48.2,13405
2001-09-28,Block_A_North,Sandy Loam,21.2,73.2,69.3,13340
2001-09-29,Block_C_Hill,Laterite,20.0,42.6,56.7,13235
2001-10-01,Block_A_North,Sandy Loam,23.2,70.9,70.2,14742
2001-10-03,Block_D_River,Alluvial,18.6,70.2,64.4,11447
2001-10-04,Block_C_Hill,Laterite,18.4,40.5,56.8,11629
2001-10-05,Block_D_River,Alluvial,19.3,39.7,57.5,11229
2001-10-07,Block_B_Valley,Clay Loam,19.0,57.7,57.6,11893
2001-10-09,Block_B_Valley,Clay Loam,18.8,63.7,56.9,11188
2001-10-10,Block_C_Hill,Laterite,19.1,76.8,64.5,11780
2001-10-12,Block_D_River,Alluvial,20.0,43.4,55.8,12668
2001-10-14,Block_B_Valley,Clay Loam,19.7,76.7,73.2,11352
2001-10-16,Block_D_River,Alluvial,20.5,38.1,68.9,11746
2001-10-17,Block_A_North,Sandy Loam,18.6,59.8,53.7,11976
2001-10-19,Block_B_Valley,Clay Loam,20.3,68.5,63.5,11629
2001-10-21,Block_D_River,Alluvial,19.2,69.2,61.2,10391
2001-10-23,Block_D_River,Alluvial,20.0,17.1,62.3,11545
2001-10-24,Block_C_Hill,Laterite,20.9,51.6,64.2,12861
2001-10-25,Block_B_Valley,Clay Loam,21.1,50.6,65.9,12239
2001-10-26,Block_B_Valley,Clay Loam,21.1,39.6,58.0,12501
2001-10-28,Block_C_Hill,Laterite,20.5,11.1,59.6,12592
2001-10-30,Block_C_Hill,Laterite,17.9,50.6,67.5,12547
2001-10-31,Block_A_North,Sandy Loam,18.1,42.7,62.6,12355
2001-11-01,Block_C_Hill,Laterite,22.1,90.1,59.3,13741
2001-11-02,Block_C_Hill,Laterite,24.3,101.1,58.9,15084
2001-11-04,Block_D_River,Alluvial,23.6,54.6,65.3,13748
2001-11-06,Block_A_North,Sandy Loam,22.7,110.0,63.9,14751
2001-11-07,Block_A_North,Sandy Loam,22.5,78.0,62.8,14125
2001-11-08,Block_C_Hill,Laterite,22.3,88.3,62.8,14330
2001-11-09,Block_A_North,Sandy Loam,23.2,87.4,62.9,15188
2001-11-11,Block_A_North,Sandy Loam,23.3,79.0,66.6,14913
2001-11-13,Block_A_North,Sandy Loam,20.6,75.9,74.5,13583
2001-11-14,Block_C_Hill,Laterite,25.3,67.2,66.2,15638
2001-11-16,Block_C_Hill,Laterite,25.2,105.9,66.1,15575
2001-11-17,Block_A_North,Sandy Loam,21.5,52.7,63.2,13613
2001-11-19,Block_D_River,Alluvial,22.6,62.5,60.8,13228
2001-11-20,Block_A_North,Sandy Loam,22.8,94.8,58.3,14783
2001-11-21,Block_C_Hill,Laterite,24.0,85.8,59.2,14548
2001-11-22,Block_B_Valley,Clay Loam,23.0,102.1,64.2,14647
2001-11-23,Block_D_River,Alluvial,21.8,78.6,68.9,12908
2001-11-24,Block_B_Valley,Clay Loam,26.6,57.5,66.9,14990
2001-11-26,Block_C_Hill,Laterite,25.2,106.9,71.7,15514
2001-11-28,Block_A_North,Sandy Loam,22.5,89.8,64.8,15399
2001-11-30,Block_B_Valley,Clay Loam,21.6,85.4,61.1,13770
2001-12-01,Block_C_Hill,Laterite,26.8,121.8,66.2,14321
2001-12-02,Block_B_Valley,Clay Loam,24.2,128.9,65.2,14922
2001-12-04,Block_C_Hill,Laterite,24.8,138.3,75.8,15462
2001-12-05,Block_D_River,Alluvial,24.4,112.0,66.0,13826
2001-12-06,Block_A_North,Sandy Loam,25.1,92.8,66.3,16559
2001-12-08,Block_D_River,Alluvial,27.3,101.8,71.9,13772
2001-12-09,Block_C_Hill,Laterite,26.4,70.6,64.9,15484
2001-12-11,Block_A_North,Sandy Loam,26.7,106.4,68.2,14908
2001-12-13,Block_A_North,Sandy Loam,24.5,114.0,76.8,15792
2001-12-14,Block_B_Valley,Clay Loam,25.4,91.2,63.0,13734
2001-12-16,Block_B_Valley,Clay Loam,24.4,141.9,67.1,13655
2001-12-17,Block_B_Valley,Clay Loam,25.3,128.4,60.8,14338
2001-12-18,Block_D_River,Alluvial,23.7,122.6,69.3,14558
2001-12-19,Block_B_Valley,Clay Loam,25.2,129.3,70.0,14653
2001-12-21,Block_D_River,Alluvial,22.2,167.2,66.6,13241
2001-12-22,Block_B_Valley,Clay Loam,26.0,136.9,64.1,13813
2001-12-24,Block_B_Valley,Clay Loam,25.4,140.6,77.5,14168
2001-12-26,Block_D_River,Alluvial,26.8,132.0,58.6,14672
2001-12-27,Block_B_Valley,Clay Loam,25.7,142.4,74.7,14754
2001-12-28,Block_B_Valley,Clay Loam,25.3,132.3,73.9,14434
2001-12-30,Block_C_Hill,Laterite,23.6,150.6,68.7,14449
2002-01-01,Block_A_North,Sandy Loam,28.3,148.9,71.6,14296
2002-01-02,Block_C_Hill,Laterite,27.4,160.1,79.1,13395
2002-01-03,Block_B_Valley,Clay Loam,27.3,158.0,76.8,12559
2002-01-05,Block_B_Valley,Clay Loam,26.6,181.6,73.7,13045
2002-01-07,Block_C_Hill,Laterite,29.5,157.4,75.8,12145
2002-01-09,Block_C_Hill,Laterite,30.6,179.6,69.5,11146
2002-01-11,Block_C_Hill,Laterite,28.2,157.9,71.8,13404
2002-01-12,Block_C_Hill,Laterite,25.8,158.8,74.9,14381
2002-01-14,Block_C_Hill,Laterite,27.3,153.3,75.3,14014
2002-01-16,Block_D_River,Alluvial,27.0,177.6,74.0,12569
2002-01-17,Block_A_North,Sandy Loam,24.6,144.9,72.6,15595
2002-01-18,Block_A_North,Sandy Loam,29.7,173.3,71.7,12401
2002-01-20,Block_D_River,Alluvial,26.9,149.7,74.8,14451
2002-01-21,Block_D_River,Alluvial,31.4,164.5,75.3,11228
2002-01-22,Block_A_North,Sandy Loam,28.2,169.8,69.1,13357
2002-01-24,Block_C_Hill,Laterite,29.6,177.5,78.0,12581
2002-01-26,Block_A_North,Sandy Loam,24.9,143.7,71.9,15689
2002-01-27,Block_B_Valley,Clay Loam,30.4,154.3,81.8,12054
2002-01-28,Block_B_Valley,Clay Loam,27.5,179.4,73.6,13745
2002-01-30,Block_C_Hill,Laterite,28.2,166.8,68.2,13383
2002-02-01,Block_D_River,Alluvial,27.3,199.8,79.5,12546
2002-02-03,Block_B_Valley,Clay Loam,26.7,188.3,86.3,13239
2002-02-05,Block_B_Valley,Clay Loam,29.7,187.9,80.8,11526
2002-02-06,Block_D_River,Alluvial,29.5,175.1,76.3,11705
2002-02-08,Block_C_Hill,Laterite,28.7,201.2,81.4,12419
2002-02-10,Block_C_Hill,Laterite,31.3,197.8,71.5,11631
2002-02-11,Block_C_Hill,Laterite,31.3,172.3,72.2,12147
2002-02-13,Block_D_River,Alluvial,29.6,173.5,80.9,11468
2002-02-14,Block_C_Hill,Laterite,28.7,180.8,75.6,12902
2002-02-15,Block_A_North,Sandy Loam,27.2,167.7,79.8,13982
2002-02-16,Block_D_River,Alluvial,29.7,209.4,70.8,11825
2002-02-18,Block_C_Hill,Laterite,29.3,206.7,80.5,12304
2002-02-19,Block_A_North,Sandy Loam,31.2,189.8,80.9,12246
2002-02-21,Block_B_Valley,Clay Loam,29.2,182.5,74.0,12799
2002-02-23,Block_A_North,Sandy Loam,27.1,163.1,76.6,14064
2002-02-24,Block_A_North,Sandy Loam,29.2,180.1,91.8,13227
2002-02-25,Block_A_North,Sandy Loam,28.4,230.6,77.2,13569
2002-02-26,Block_D_River,Alluvial,27.6,200.6,79.6,12336
2002-02-28,Block_B_Valley,Clay Loam,29.9,167.0,73.7,10898
2002-03-01,Block_C_Hill,Laterite,27.7,205.2,79.5,12508
2002-03-02,Block_A_North,Sandy Loam,29.9,209.8,89.0,12988
2002-03-03,Block_D_River,Alluvial,29.2,216.3,81.5,11778
2002-03-04,Block_C_Hill,Laterite,30.7,203.0,78.9,12238
2002-03-05,Block_A_North,Sandy Loam,29.7,201.0,75.4,12158
2002-03-07,Block_C_Hill,Laterite,33.1,194.6,80.6,10604
2002-03-09,Block_B_Valley,Clay Loam,28.8,225.3,74.9,10549
2002-03-10,Block_B_Valley,Clay Loam,29.2,202.5,84.1,11659
2002-03-11,Block_C_Hill,Laterite,28.6,195.4,75.8,12776
2002-03-13,Block_C_Hill,Laterite,31.1,238.1,76.6,10610
2002-03-15,Block_D_River,Alluvial,30.0,177.4,84.6,12105
2002-03-17,Block_A_North,Sandy Loam,29.6,204.6,78.9,12855
2002-03-18,Block_A_North,Sandy Loam,32.3,176.1,76.2,11424
2002-03-20,Block_B_Valley,Clay Loam,27.6,208.9,81.1,12629
2002-03-22,Block_B_Valley,Clay Loam,29.3,198.6,77.6,11045
2002-03-24,Block_D_River,Alluvial,29.9,199.2,85.2,11595
2002-03-25,Block_D_River,Alluvial,33.9,179.3,74.7,9785
2002-03-26,Block_B_Valley,Clay Loam,32.3,176.2,83.2,10855
2002-03-27,Block_A_North,Sandy Loam,28.1,211.7,86.5,13026
2002-03-29,Block_D_River,Alluvial,27.8,192.5,79.2,13401
2002-03-30,Block_A_North,Sandy Loam,32.2,215.6,82.1,10203
2002-04-01,Block_C_Hill,Laterite,30.0,216.1,91.6,12001
2002-04-02,Block_B_Valley,Clay Loam,28.3,228.6,78.9,11650
2002-04-04,Block_A_North,Sandy Loam,30.6,191.2,81.5,11748
2002-04-05,Block_D_River,Alluvial,31.7,173.8,79.2,10783
2002-04-07,Block_D_River,Alluvial,27.9,205.1,76.9,12729
2002-04-09,Block_B_Valley,Clay Loam,27.9,207.5,78.9,11686
2002-04-10,Block_D_River,Alluvial,29.3,164.1,88.9,11580
2002-04-11,Block_A_North,Sandy Loam,29.1,186.7,71.7,12546
2002-04-12,Block_C_Hill,Laterite,30.4,197.1,87.5,11713
2002-04-14,Block_A_North,Sandy Loam,30.7,190.7,82.9,12484
2002-04-16,Block_B_Valley,Clay Loam,31.5,198.8,86.4,10425
2002-04-17,Block_B_Valley,Clay Loam,27.9,188.1,74.4,12552
2002-04-18,Block_A_North,Sandy Loam,31.4,210.7,83.5,11683
2002-04-20,Block_A_North,Sandy Loam,28.9,176.9,83.0,13111
2002-04-21,Block_D_River,Alluvial,29.8,200.3,80.6,12717
2002-04-22,Block_C_Hill,Laterite,29.5,214.6,84.0,11897
2002-04-23,Block_A_North,Sandy Loam,29.7,186.8,68.6,11884
2002-04-24,Block_D_River,Alluvial,27.8,190.2,74.0,12516
2002-04-26,Block_B_Valley,Clay Loam,29.3,177.3,72.4,12352
2002-04-28,Block_A_North,Sandy Loam,29.6,204.3,71.8,12897
2002-04-30,Block_B_Valley,Clay Loam,29.5,182.7,70.2,12129
2002-05-01,Block_A_North,Sandy Loam,27.1,187.6,74.2,13777
2002-05-03,Block_A_North,Sandy Loam,27.4,177.7,78.7,14444
2002-05-04,Block_C_Hill,Laterite,28.4,149.3,79.6,13674
2002-05-05,Block_D_River,Alluvial,26.0,116.4,72.0,14759
2002-05-06,Block_A_North,Sandy Loam,29.0,156.6,76.3,13202
2002-05-08,Block_D_River,Alluvial,27.6,169.7,65.5,12211
2002-05-09,Block_D_River,Alluvial,27.0,135.4,73.9,14043
2002-05-10,Block_C_Hill,Laterite,24.9,182.1,72.7,15172
2002-05-12,Block_C_Hill,Laterite,28.4,135.5,77.4,13195
2002-05-14,Block_A_North,Sandy Loam,27.4,158.0,68.5,15211
2002-05-15,Block_D_River,Alluvial,29.9,148.4,73.0,11591
2002-05-17,Block_A_North,Sandy Loam,26.7,125.0,72.9,14671
2002-05-19,Block_A_North,Sandy Loam,26.9,142.0,69.4,14463
2002-05-21,Block_B_Valley,Clay Loam,26.6,151.6,71.6,13740
2002-05-22,Block_C_Hill,Laterite,26.4,155.6,84.1,14727
2002-05-23,Block_D_River,Alluvial,26.7,133.9,73.6,13959
2002-05-24,Block_A_North,Sandy Loam,29.8,161.7,69.7,13550
2002-05-26,Block_C_Hill,Laterite,28.5,146.5,75.3,13736
2002-05-28,Block_B_Valley,Clay Loam,26.3,145.4,72.8,14152
2002-05-29,Block_D_River,Alluvial,28.7,192.9,76.4,11746
2002-05-31,Block_A_North,Sandy Loam,28.9,176.5,74.0,13892
2002-06-01,Block_C_Hill,Laterite,25.4,93.5,70.6,15370
2002-06-02,Block_B_Valley,Clay Loam,27.7,115.6,68.9,12425
2002-06-04,Block_D_River,Alluvial,26.1,110.9,78.0,14040
2002-06-05,Block_C_Hill,Laterite,24.7,94.6,68.4,15156
2002-06-07,Block_A_North,Sandy Loam,23.4,145.8,66.3,15223
2002-06-09,Block_D_River,Alluvial,25.2,115.7,65.1,15794
2002-06-11,Block_B_Valley,Clay Loam,23.6,112.4,78.8,14599
2002-06-12,Block_B_Valley,Clay Loam,24.4,117.9,67.7,14006
2002-06-13,Block_A_North,Sandy Loam,25.3,120.4,64.9,14811
2002-06-15,Block_D_River,Alluvial,26.7,145.9,75.7,12797
2002-06-17,Block_C_Hill,Laterite,23.3,138.2,60.8,14527
2002-06-18,Block_D_River,Alluvial,23.8,120.9,69.1,14226
2002-06-20,Block_B_Valley,Clay Loam,25.5,168.0,71.1,14002
2002-06-21,Block_D_River,Alluvial,25.6,114.1,68.3,15035
2002-06-23,Block_A_North,Sandy Loam,28.1,119.4,78.0,15306
2002-06-25,Block_C_Hill,Laterite,26.8,128.9,65.1,14798
2002-06-27,Block_C_Hill,Laterite,25.0,147.4,74.8,15677
2002-06-28,Block_B_Valley,Clay Loam,27.1,155.0,72.2,13271
2002-06-29,Block_B_Valley,Clay Loam,26.0,133.4,67.1,14041
2002-06-30,Block_C_Hill,Laterite,23.7,105.9,74.3,14577
2002-07-02,Block_D_River,Alluvial,23.1,114.9,64.5,12963
2002-07-04,Block_A_North,Sandy Loam,25.5,73.9,60.9,15751
2002-07-05,Block_D_River,Alluvial,21.4,96.7,65.9,13493
2002-07-07,Block_C_Hill,Laterite,23.5,82.4,60.3,15143
2002-07-08,Block_A_North,Sandy Loam,25.6,92.5,64.7,14364
2002-07-10,Block_A_North,Sandy Loam,25.4,73.3,58.9,15936
2002-07-11,Block_A_North,Sandy Loam,23.8,34.3,64.4,14034
2002-07-12,Block_D_River,Alluvial,21.5,38.7,76.8,11891
2002-07-14,Block_C_Hill,Laterite,20.5,72.3,59.9,12522
2002-07-16,Block_A_North,Sandy Loam,21.0,65.5,63.3,13404
2002-07-17,Block_C_Hill,Laterite,22.4,60.4,67.4,14275
2002-07-19,Block_B_Valley,Clay Loam,24.3,106.0,61.5,15025
2002-07-20,Block_B_Valley,Clay Loam,18.7,87.2,71.9,11242
2002-07-22,Block_D_River,Alluvial,22.4,78.8,68.0,13857
2002-07-24,Block_B_Valley,Clay Loam,22.4,75.8,64.5,13601
2002-07-25,Block_D_River,Alluvial,22.6,96.2,69.3,13664
2002-07-26,Block_C_Hill,Laterite,21.6,53.7,67.2,13638
2002-07-28,Block_A_North,Sandy Loam,22.2,80.7,68.9,13774
2002-07-30,Block_B_Valley,Clay Loam,26.0,79.4,61.4,14555
2002-07-31,Block_C_Hill,Laterite,21.3,89.8,68.4,12762
2002-08-01,Block_B_Valley,Clay Loam,19.6,40.8,60.3,12038
2002-08-03,Block_D_River,Alluvial,19.7,79.2,67.4,12162
2002-08-04,Block_A_North,Sandy Loam,21.5,16.7,53.2,13644
2002-08-06,Block_D_River,Alluvial,22.8,63.6,56.8,12814
2002-08-07,Block_B_Valley,Clay Loam,19.9,30.2,65.1,11481
2002-08-09,Block_C_Hill,Laterite,20.0,63.4,64.4,12656
2002-08-10,Block_C_Hill,Laterite,21.7,60.3,55.2,13559
2002-08-11,Block_C_Hill,Laterite,20.0,68.3,67.9,12823
2002-08-13,Block_B_Valley,Clay Loam,18.5,65.3,65.3,11380
2002-08-15,Block_D_River,Alluvial,21.8,43.4,62.2,12678
2002-08-16,Block_C_Hill,Laterite,22.8,70.3,54.2,14276
2002-08-17,Block_B_Valley,Clay Loam,18.1,71.6,61.1,11756
2002-08-19,Block_B_Valley,Clay Loam,20.7,60.8,55.0,12223
2002-08-21,Block_B_Valley,Clay Loam,22.6,80.7,62.2,13178
2002-08-23,Block_D_River,Alluvial,20.8,56.7,63.2,12560
2002-08-24,Block_A_North,Sandy Loam,20.6,75.5,64.5,14298
2002-08-26,Block_D_River,Alluvial,24.1,53.7,59.4,14676
2002-08-27,Block_A_North,Sandy Loam,19.6,28.3,67.5,12893
2002-08-28,Block_B_Valley,Clay Loam,17.4,46.6,57.0,11943
2002-08-29,Block_C_Hill,Laterite,20.7,90.2,55.5,12767
2002-08-31,Block_A_North,Sandy Loam,20.5,44.4,57.4,13358
2002-09-02,Block_A_North,Sandy Loam,20.6,55.7,64.3,13567
2002-09-04,Block_A_North,Sandy Loam,18.2,85.0,62.7,13011
2002-09-06,Block_D_River,Alluvial,19.5,76.4,57.9,12177
2002-09-07,Block_A_North,Sandy Loam,18.4,30.4,62.2,11798
2002-09-09,Block_A_North,Sandy Loam,18.4,41.7,57.6,12069
2002-09-11,Block_D_River,Alluvial,18.4,49.5,57.1,10476
2002-09-13,Block_A_North,Sandy Loam,20.2,68.6,59.6,13972
2002-09-14,Block_A_North,Sandy Loam,20.2,38.5,63.0,12762
2002-09-15,Block_A_North,Sandy Loam,18.3,15.1,59.6,12588
2002-09-17,Block_D_River,Alluvial,20.0,59.6,71.2,12322
2002-09-18,Block_D_River,Alluvial,20.5,18.8,61.8,11632
2002-09-19,Block_B_Valley,Clay Loam,22.2,38.3,58.7,12853
2002-09-20,Block_A_North,Sandy Loam,20.6,44.9,53.4,13322
2002-09-21,Block_B_Valley,Clay Loam,18.3,50.1,57.9,11547
2002-09-22,Block_A_North,Sandy Loam,17.5,34.1,59.5,11569
2002-09-24,Block_A_North,Sandy Loam,22.6,45.6,62.9,13599
2002-09-26,Block_C_Hill,Laterite,19.2,37.5,59.6,11688
2002-09-27,Block_B_Valley,Clay Loam,21.0,33.1,64.4,11928
2002-09-29,Block_C_Hill,Laterite,18.3,19.9,59.1,12111
2002-09-30,Block_A_North,Sandy Loam,18.7,49.4,60.5,11991
2002-10-02,Block_D_River,Alluvial,19.8,74.4,54.5,12663
2002-10-03,Block_D_River,Alluvial,19.1,38.9,64.3,12454
2002-10-05,Block_A_North,Sandy Loam,19.7,56.8,64.6,13984
2002-10-06,Block_A_North,Sandy Loam,18.7,73.1,60.0,12446
2002-10-07,Block_D_River,Alluvial,20.5,54.1,59.6,12099
2002-10-08,Block_A_North,Sandy Loam,19.2,21.4,53.5,12142
2002-10-09,Block_A_North,Sandy Loam,20.5,60.1,51.6,13181
2002-10-10,Block_A_North,Sandy Loam,19.6,29.6,60.7,12601
2002-10-12,Block_B_Valley,Clay Loam,22.5,45.6,62.7,13534
2002-10-14,Block_D_River,Alluvial,20.8,73.3,63.4,11887
2002-10-15,Block_A_North,Sandy Loam,22.8,62.8,52.7,15090
2002-10-17,Block_C_Hill,Laterite,20.2,92.9,64.2,13603
2002-10-18,Block_A_North,Sandy Loam,19.7,82.8,58.0,13725
2002-10-19,Block_A_North,Sandy Loam,23.0,55.5,61.8,14329
2002-10-21,Block_A_North,Sandy Loam,22.3,50.3,59.5,14069
2002-10-22,Block_D_River,Alluvial,21.3,65.3,66.5,13302
2002-10-24,Block_B_Valley,Clay Loam,19.4,39.7,60.7,11444
2002-10-25,Block_C_Hill,Laterite,19.6,55.6,54.9,12253
2002-10-26,Block_C_Hill,Laterite,20.2,35.6,59.9,12530
2002-10-27,Block_B_Valley,Clay Loam,18.2,70.0,69.1,10163
2002-10-29,Block_C_Hill,Laterite,17.5,42.1,60.8,11465
2002-10-30,Block_B_Valley,Clay Loam,23.2,0.0,61.3,13150
2002-10-31,Block_B_Valley,Clay Loam,21.4,51.3,59.2,12885
2002-11-01,Block_B_Valley,Clay Loam,23.2,94.7,57.6,14576
2002-11-03,Block_A_North,Sandy Loam,21.5,92.1,71.5,13178
2002-11-05,Block_C_Hill,Laterite,21.4,86.1,60.8,13777
2002-11-06,Block_D_River,Alluvial,24.0,68.6,64.8,14876
2002-11-07,Block_C_Hill,Laterite,24.8,84.4,58.8,15281
2002-11-08,Block_D_River,Alluvial,21.2,79.0,63.1,12846
2002-11-10,Block_D_River,Alluvial,21.3,76.9,61.3,12745
2002-11-11,Block_D_River,Alluvial,22.5,71.2,61.2,13696
2002-11-12,Block_D_River,Alluvial,25.9,80.9,70.5,14502
2002-11-13,Block_B_Valley,Clay Loam,23.8,111.1,59.5,14165
2002-11-14,Block_C_Hill,Laterite,22.9,52.1,63.8,13772
2002-11-16,Block_D_River,Alluvial,20.3,81.7,65.1,11839
2002-11-18,Block_A_North,Sandy Loam,23.1,68.7,57.4,14668
2002-11-20,Block_A_North,Sandy Loam,21.9,83.4,64.0,13966
2002-11-22,Block_B_Valley,Clay Loam,23.5,65.5,73.3,13726
2002-11-23,Block_B_Valley,Clay Loam,19.9,77.6,68.3,11741
2002-11-25,Block_C_Hill,Laterite,21.5,77.8,65.8,14180
2002-11-27,Block_D_River,Alluvial,26.0,95.7,57.9,13882
2002-11-28,Block_D_River,Alluvial,24.1,92.4,57.2,14660
2002-11-30,Block_B_Valley,Clay Loam,21.7,103.0,69.8,12561
2002-12-02,Block_B_Valley,Clay Loam,25.4,105.7,72.3,14490
2002-12-04,Block_D_River,Alluvial,22.6,133.3,77.5,12945
2002-12-05,Block_B_Valley,Clay Loam,26.3,167.9,74.2,13344
2002-12-06,Block_B_Valley,Clay Loam,26.6,130.4,62.1,13193
2002-12-07,Block_D_River,Alluvial,23.3,115.6,73.7,14176
2002-12-08,Block_A_North,Sandy Loam,24.0,119.4,73.2,16043
2002-12-09,Block_B_Valley,Clay Loam,25.5,169.1,65.1,12491
2002-12-10,Block_B_Valley,Clay Loam,22.6,125.5,66.2,12698
2002-12-11,Block_B_Valley,Clay Loam,23.2,121.5,69.4,13783
2002-12-13,Block_D_River,Alluvial,27.5,122.5,67.6,12940
2002-12-14,Block_D_River,Alluvial,26.0,104.3,62.8,14455
2002-12-16,Block_C_Hill,Laterite,24.8,127.7,74.1,14372
2002-12-17,Block_B_Valley,Clay Loam,24.0,113.8,71.0,14836
2002-12-18,Block_B_Valley,Clay Loam,26.1,80.7,69.8,14329
2002-12-20,Block_C_Hill,Laterite,25.5,151.1,64.7,14787
2002-12-21,Block_C_Hill,Laterite,23.4,142.1,60.8,13852
2002-12-22,Block_B_Valley,Clay Loam,22.8,102.6,68.4,13617
2002-12-24,Block_B_Valley,Clay Loam,27.0,114.0,71.9,14254
2002-12-26,Block_A_North,Sandy Loam,23.8,109.9,68.5,15410
2002-12-27,Block_A_North,Sandy Loam,24.5,101.9,72.9,14840
2002-12-28,Block_A_North,Sandy Loam,24.4,132.8,73.5,15393
2002-12-30,Block_C_Hill,Laterite,24.3,91.6,74.3,15153
2003-01-01,Block_C_Hill,Laterite,27.7,161.7,69.9,13495
2003-01-03,Block_D_River,Alluvial,26.2,144.6,70.0,13575
2003-01-04,Block_C_Hill,Laterite,26.8,150.4,75.0,13528
2003-01-05,Block_C_Hill,Laterite,24.2,189.7,73.6,13483
2003-01-06,Block_C_Hill,Laterite,27.4,149.6,83.1,12995
2003-01-08,Block_A_North,Sandy Loam,29.6,190.4,79.6,13226
2003-01-09,Block_D_River,Alluvial,27.9,162.2,65.1,12691
2003-01-11,Block_A_North,Sandy Loam,29.7,132.5,70.3,13025
2003-01-13,Block_B_Valley,Clay Loam,28.5,175.5,74.8,12957
2003-01-14,Block_C_Hill,Laterite,29.2,173.6,77.0,12259
2003-01-15,Block_A_North,Sandy Loam,27.8,185.9,72.8,13806
2003-01-16,Block_D_River,Alluvial,29.3,158.0,72.7,13375
2003-01-18,Block_C_Hill,Laterite,27.5,173.3,71.6,13537
2003-01-19,Block_C_Hill,Laterite,27.5,156.4,78.6,13499
2003-01-20,Block_C_Hill,Laterite,26.8,145.5,76.4,14026
2003-01-22,Block_C_Hill,Laterite,27.6,176.1,74.1,13001
2003-01-24,Block_A_North,Sandy Loam,27.4,147.4,71.0,13442
2003-01-25,Block_B_Valley,Clay Loam,28.7,154.6,71.2,12016
2003-01-27,Block_C_Hill,Laterite,28.1,158.6,76.5,13368
2003-01-28,Block_C_Hill,Laterite,28.2,200.5,77.2,13067
2003-01-29,Block_C_Hill,Laterite,28.6,166.5,72.5,12962
2003-01-30,Block_D_River,Alluvial,29.6,185.2,66.4,12230
2003-01-31,Block_D_River,Alluvial,28.3,140.1,74.0,12931
2003-02-02,Block_D_River,Alluvial,30.2,205.2,87.8,12012
2003-02-04,Block_B_Valley,Clay Loam,28.1,192.8,77.3,12319
2003-02-06,Block_C_Hill,Laterite,27.9,180.8,77.9,13169
2003-02-07,Block_B_Valley,Clay Loam,27.2,167.2,85.5,13210
2003-02-09,Block_D_River,Alluvial,31.8,159.4,76.3,10277
2003-02-10,Block_A_North,Sandy Loam,31.2,142.6,86.6,11461
2003-02-11,Block_A_North,Sandy Loam,30.2,171.2,86.0,12603
2003-02-13,Block_C_Hill,Laterite,29.2,144.1,78.5,13903
2003-02-14,Block_A_North,Sandy Loam,33.4,164.7,76.8,11209
2003-02-15,Block_C_Hill,Laterite,29.7,157.9,73.3,12308
